participant_ID,text_file,error,rater_1,rater_2
FTE1_D,./data/processed/exercises/FTE1_D_E02.txt,(que) [qué] buena broma,metalinguistic reflection,metalinguistic reflection
FTE1_D,./data/processed/exercises/FTE1_D_E03.txt,"su servicio al cliente, (quien ayudó a nadie) [que no ayudó a nadie]",text editing,text editing
FTE1_D,./data/processed/exercises/FTE1_D_E04.txt,un pedido realizado en su sitio [web],"vocabulary extraction and list creation, translation",vocabulary extraction and list creation
FTE1_D,./data/processed/exercises/FTE1_D_E05.txt,(ademas) [además] / (inglès) [inglés],accent marking and read-aloud,accent marking and read-aloud
FTE1_D,./data/processed/exercises/FTE1_D_E06.txt,contacté tantas veces [a] su servicio / contacté [a] una asociación de consumidores,discrete choice,discrete choice
FTE1_D,./data/processed/exercises/FTE1_D_E07.txt,acalarar [lo] que no he comprendido,sentence reconstruction,sentence reconstruction
FTE1_D,./data/processed/exercises/FTE1_D_E08.txt,(linguisticas) [lingüísticas],"cloze, metalinguistic reflection","cloze, metalinguistic reflection"
FTE1_D,./data/processed/exercises/FTE1_D_E09.txt,"descubrí, (al) [en] lugar del producto, tres manzanas",cloze,cloze
FTE1_D,./data/processed/exercises/FTE1_D_E10.txt,"sin embargo, (abriendo) [al abrir] el paquete","text editing, prompted writing","text editing, prompted writing"
FTE1_D,./data/processed/exercises/FTE1_D_E11.txt,(presenté) [interpuse] una denuncia,metalinguistic reflection,metalinguistic reflection
FTE1_D,./data/processed/exercises/FTE1_D_E12.txt,me permite tener (más informaciones) [más información],discrete choice,cloze
FTE1_D,./data/processed/exercises/FTE1_D_E13.txt,practicar (hablar) [la interacción oral] con nativos,syntagmatic systematization,syntagmatic systematization
FTE1_D,./data/processed/exercises/FTE1_D_E14.txt,1299€ [se] fueron al bolsillo de otra persona,"metalinguistic reflection, prompted writing","metalinguistic reflection, prompted writing"
FTE1_D,./data/processed/exercises/FTE1_D_E15.txt,servicio [al] cliente,discrete choice,discrete choice
FTR1_I,./data/processed/exercises/FTR1_I_E01.txt,sensibilizar [a] la población,"syntagmatic systematization, prompted writing","syntagmatic systematization, prompted writing"
FTR1_I,./data/processed/exercises/FTR1_I_E02.txt,(super diferentes) [superdiferentes],prompted writing,paradigmatic systematization
FTR1_I,./data/processed/exercises/FTR1_I_E03.txt,palabras (claves) [clave],cloze,cloze
FTR1_I,./data/processed/exercises/FTR1_I_E04.txt,(exprimir) [explicar],discrete choice,discrete choice
FTR1_I,./data/processed/exercises/FTR1_I_E05.txt,un tema sensible y poco (inesperada) [inesperado] / (la pequeña) [el pequeño] video (incluida) [incluido],cloze,cloze
FTR1_I,./data/processed/exercises/FTR1_I_E06.txt,(si) [sí] / (vinculo) [vínculo] / (como) [cómo] los personajes / (critica) [crítica],"matching, prompted writing","matching, prompted writing"
FTR1_I,./data/processed/exercises/FTR1_I_E07.txt,(del) [de lo] primitivo y (del) [de lo] eterno,cloze,cloze
FTR1_I,./data/processed/exercises/FTR1_I_E08.txt,"en la vida me (gusta) [gustan] la moda, la fotografía, los deportes y los viajes",discrete choice,discrete choice
FTR1_I,./data/processed/exercises/FTR1_I_E09.txt,tengo (una) cierta facilidad para expresarme / la misma línea psicológica (con) [que] el estilo,cloze,"cloze, metalinguistic reflection"
FTR1_I,./data/processed/exercises/FTR1_I_E10.txt,es necesario (de) releerlo bien / referencias (en) [a] los clásicos / la relación del individuo (a) [con] el universo,discrete choice,discrete choice
FTR1_I,./data/processed/exercises/FTR1_I_E11.txt,(son) [están] vinculados,sentence reconstruction,sentence reconstruction
FTR1_I,./data/processed/exercises/FTR1_I_E12.txt,(vigilar) [cuidar],"matching, prompted writing, metalinguistic reflection","matching, prompted writing, metalinguistic reflection"
FTR1_I,./data/processed/exercises/FTR1_I_E13.txt,(relevar) [revelar],cloze,cloze
FTR1_I,./data/processed/exercises/FTR1_I_E14.txt,así [que] es,cloze,cloze
FTR1_I,./data/processed/exercises/FTR1_I_E15.txt,(similaritud) [similitud],text editing,text editing
GKN1_S,./data/processed/exercises/GKN1_S_E01.txt,nació en (Thessaloniki) [Tesalónica/Salónica] / (Napoli) [Nápoles] / y empezó a estudiar Química en (Aristotel Universidad de Thessaloniki) [la Universidad Aristóteles de Salónica] / estudió durante un año en (Ioannia Universidad) [en la Universidad de Ioánina],"cloze, translation","cloze, translation"
GKN1_S,./data/processed/exercises/GKN1_S_E02.txt,terminó (sus) [su] escuela secundaria / en (sus) [su] ciudad,text editing,text editing
GKN1_S,./data/processed/exercises/GKN1_S_E03.txt,(viajo) [viajó],"matching, prompted writing","matching, prompted writing"
GKN1_S,./data/processed/exercises/GKN1_S_E04.txt,como (líder de grupo) [monitora],"vocabulary extraction and list creation, translation","vocabulary extraction and list creation, translation"
GKN1_S,./data/processed/exercises/GKN1_S_E05.txt,(una baile competición) [una competición de baile] / clases de (oriental) baile [oriental],sentence reconstruction,sentence reconstruction
GKN1_S,./data/processed/exercises/GKN1_S_E06.txt,estudió durante (uno) [un] año en la Universidad de Ioánina,sentence reconstruction,sentence reconstruction
GKN1_S,./data/processed/exercises/GKN1_S_E07.txt,el (quatro) [cuatro] de octubre / y empezó (Qumíqa) [Química],cloze,cloze
GKN1_S,./data/processed/exercises/GKN1_S_E08.txt,y empezó [a estudiar] Química en la Universidad Aristóteles de Salónica (estudiar) en 2022,"metalinguistic reflection, translation","metalinguistic reflection, translation"
GKN1_S,./data/processed/exercises/GKN1_S_E09.txt,viajó sola por primera vez (en) [a] Italia,discrete choice,discrete choice
GKN1_S,./data/processed/exercises/GKN1_S_E10.txt,nació en Salónica (en) [el] cuatro de (Octubre) [octubre] (en) [de] 2002,"text editing, prompted writing","text editing, prompted writing"
GKN1_S,./data/processed/exercises/GKN1_S_E11.txt,(desde) hace 10 meses participó en una competición de baile,discrete choice,discrete choice
GKN1_S,./data/processed/exercises/GKN1_S_E12.txt,como (lider) [líder] de grupo / (certificadó) [certificado] / (aleman) [alemán],accent marking and read-aloud,accent marking and read-aloud
GKN1_S,./data/processed/exercises/GKN1_S_E13.txt,En 2016 [obtuvo el] certificado de inglés (C2) de nivel [C2] / [el] certificado de alemán (B2) de nivel [B2],"metalinguistic reflection, prompted writing","metalinguistic reflection, prompted writing"
GKN1_S,./data/processed/exercises/GKN1_S_E14.txt,(simulatáneamente) [simultáneamente],"syntagmatic systematization, metalinguistic reflection","syntagmatic systematization, metalinguistic reflection"
GKN1_S,./data/processed/exercises/GKN1_S_E15.txt,(Inglés) [inglés] / (Aleman) [alemán],discrete choice,"discrete choice, metalinguistic reflection"
GMO1_S,./data/processed/exercises/GMO1_S_E01.txt,sobre (mi) [mí] mismo / porque (el) (él) iba,"matching, prompted writing","matching, prompted writing"
GMO1_S,./data/processed/exercises/GMO1_S_E02.txt,por (exemplo) [ejemplo],"metalinguistic reflection, paradigmatic systematization, prompted writing","metalinguistic reflection, paradigmatic systematization, prompted writing"
GMO1_S,./data/processed/exercises/GMO1_S_E03.txt,en (la central) [el centro] de la ciudad de Atenas,"metalinguistic reflection, matching, prompted writing","metalinguistic reflection, matching, prompted writing"
GMO1_S,./data/processed/exercises/GMO1_S_E04.txt,(biografia) [biografía] / (electronicos) [electrónicos] / (futbol) [fútbol] / (fué) [fue] / (proximos) [próximos] / (tia) [tía] / (dificil) [difícil],accent marking and read-aloud,accent marking and read-aloud
GMO1_S,./data/processed/exercises/GMO1_S_E05.txt,"dos gatos, una naranja y (un) [el otro] negro","cloze, metalinguistic reflection","cloze, metalinguistic reflection"
GMO1_S,./data/processed/exercises/GMO1_S_E06.txt,no puedo recordar (a) muchas cosas,cloze,cloze
GMO1_S,./data/processed/exercises/GMO1_S_E07.txt,"en (este) [ese] momento, era la mejor persona",text editing,text editing
GMO1_S,./data/processed/exercises/GMO1_S_E08.txt,(tuve el mejor tiempo del mundo) [pasé el mejor momento de mi vida],"translation, prompted writing","translation, prompted writing"
GMO1_S,./data/processed/exercises/GMO1_S_E09.txt,desde (a) los 18,cloze,cloze
GMO1_S,./data/processed/exercises/GMO1_S_E10.txt,por un (program) [programa de] intercambio,discrete choice,discrete choice
GMO1_S,./data/processed/exercises/GMO1_S_E11.txt,la escuela (primera) [primaria],"cloze, metalinguistic reflection","cloze, metalinguistic reflection"
GMO1_S,./data/processed/exercises/GMO1_S_E12.txt,y mi [mejor] amigo (mejor) / la [mejor] persona (mejor),sentence reconstruction,sentence reconstruction
GMO1_S,./data/processed/exercises/GMO1_S_E13.txt,él iba (en) [a] una escuela diferente / estoy en Pamplona en España (para) [por] 4 meses,discrete choice,"discrete choice, metalinguistic reflection"
GMO1_S,./data/processed/exercises/GMO1_S_E14.txt,los años (próximos) [siguientes] fueron,"metalinguistic reflection, prompted writing","metalinguistic reflection, prompted writing"
GMO1_S,./data/processed/exercises/GMO1_S_E15.txt,puedo recordar (muchas) [mucho] sobre mí mismo,discrete choice,discrete choice
IDE1_C,./data/processed/exercises/IDE1_C_E01.txt,(esta) [está] / (mas) [más] / (mi) [mí],"matching, prompted writing","matching, prompted writing"
IDE1_C,./data/processed/exercises/IDE1_C_E02.txt,(contracto) [contrato],"cloze, metalinguistic reflection","cloze, metalinguistic reflection"
IDE1_C,./data/processed/exercises/IDE1_C_E03.txt,con [otras] tres (otras) personas,"cloze, metalinguistic reflection","cloze, metalinguistic reflection"
IDE1_C,./data/processed/exercises/IDE1_C_E04.txt,las clases son muy (intensivas) [intensas] aquí en la Universidad de Navarra,discrete choice,discrete choice
IDE1_C,./data/processed/exercises/IDE1_C_E05.txt,espero que todo vaya bien (con usted),"vocabulary extraction and list creation, translation","vocabulary extraction and list creation, translation"
IDE1_C,./data/processed/exercises/IDE1_C_E06.txt,la gente que vive allí (debe) [deben] mantener el piso en buenas condiciones,text editing,text editing
IDE1_C,./data/processed/exercises/IDE1_C_E07.txt,(consequencias) [consecuencias],cloze,"cloze, metalinguistic reflection"
IDE1_C,./data/processed/exercises/IDE1_C_E08.txt,limpiar (detrás de) [lo que ensucian] mis compañeros / mantener el piso en (una buena condición) [buenas condiciones],"translation, prompted writing","translation, prompted writing"
IDE1_C,./data/processed/exercises/IDE1_C_E09.txt,(simpaticos) [simpáticos] / (unico) [único] / (dia) [día] / (domesticas) [domésticas] / (aqui) [aquí],accent marking and read-aloud,accent marking and read-aloud
IDE1_C,./data/processed/exercises/IDE1_C_E10.txt,si hay consecuencias (de no hacer nada de ayuda) [por no ser de utilidad] en el apartamento,metalinguistic reflection,metalinguistic reflection
IDE1_C,./data/processed/exercises/IDE1_C_E11.txt,solo quiero ser responsable (para) [de] mí misma,discrete choice,discrete choice
IDE1_C,./data/processed/exercises/IDE1_C_E12.txt,(frego) [friego],metalinguistic reflection,metalinguistic reflection
IDE1_C,./data/processed/exercises/IDE1_C_E13.txt,la que (hace cada cosa) [se encarga de todo] en este apartamento,translation,translation
IDE1_C,./data/processed/exercises/IDE1_C_E14.txt,con otras tres (niños) [personas],cloze,cloze
IDE1_C,./data/processed/exercises/IDE1_C_E15.txt,tengo muchos deberes y proyectos (para) [que] entregar,"text editing, metalinguistic reflection","text editing, metalinguistic reflection"
ILA1_I,./data/processed/exercises/ILA1_I_E01.txt,cuando empecé la universidad me mudé (en) [a] Siena para estudiar idiomas / Me gustaría pensar (a) [en] esta asignatura como si fuera,discrete choice,discrete choice
ILA1_I,./data/processed/exercises/ILA1_I_E02.txt,ahora estoy en el (tercero) [tercer] y último año de Mediación Lingüística,sentence reconstruction,"sentence reconstruction, metalinguistic reflection"
ILA1_I,./data/processed/exercises/ILA1_I_E03.txt,aprender (como) [cómo] hacer una traducción,"matching, prompted writing","matching, prompted writing"
ILA1_I,./data/processed/exercises/ILA1_I_E04.txt,punto de (partido) [partida],"discrete choice, metalinguistic reflection, prompted writing","discrete choice, metalinguistic reflection, prompted writing"
ILA1_I,./data/processed/exercises/ILA1_I_E05.txt,La IA puede analizar datos personales de salud y actividad física para ofrecer recomendaciones de entreno personalizadas (sino también) [y] consejos sobre nutrición y prevención de lesiones.,"cloze, metalinguistic reflection","cloze, metalinguistic reflection"
ILA1_I,./data/processed/exercises/ILA1_I_E06.txt,"[Además, ] Este curso me ayudó (también) a relacionarme mejor con la lengua en general también en un sentido discursivo, comunicativo y oral también.",sentence reconstruction,sentence reconstruction
ILA1_I,./data/processed/exercises/ILA1_I_E07.txt,Mi objetivo es lograr hablar y hacer (dibujos) [esquemas] sobre temas importantes de la literatura más fluidamente.,prompted writing,prompted writing
ILA1_I,./data/processed/exercises/ILA1_I_E08.txt,Es el lugar donde yo (nacì) [nací],accent marking and read-aloud,accent marking and read-aloud
ILA1_I,./data/processed/exercises/ILA1_I_E09.txt,Una traducción y también (una) [un] análisis (crítica) [crítico] de los textos que tratamos,cloze,cloze
ILA1_I,./data/processed/exercises/ILA1_I_E10.txt,Me defino como una persona muy tímida pero al mismo tiempo muy (solar) [alegre],discrete choice,"discrete choice, metalinguistic reflection"
ILA1_I,./data/processed/exercises/ILA1_I_E11.txt,"Ver cómo los autores españoles desarrollan sus pensamientos, como (lo) [los] ponen por escrito",text editing,text editing
ILA1_I,./data/processed/exercises/ILA1_I_E12.txt,"Ver cómo los autores españoles desarrollan sus (pensamiento) [pensamientos], como los ponen por escrito",cloze,cloze
ILA1_I,./data/processed/exercises/ILA1_I_E13.txt,Una (apoplejía) [conmoción] que me vio crecer desde todos los puntos de vista,"matching, prompted writing","matching, prompted writing"
ILA1_I,./data/processed/exercises/ILA1_I_E14.txt,"Puede ser también una imagen simple, una publicidad sin (escritas) [escritos] y sin palabras","paradigmatic systematization, cloze",cloze
ILA1_I,./data/processed/exercises/ILA1_I_E15.txt,Me defino [como] una persona muy tímida,"cloze, text editing","cloze, text editing"
IMA1_I,./data/processed/exercises/IMA1_I_E01.txt,la educación (de) tanto [de] los niños como [de] los adolescentes,"discrete choice, sentence reconstruction","discrete choice, sentence reconstruction"
IMA1_I,./data/processed/exercises/IMA1_I_E02.txt,un nivel (donde) [con el que] puedo expresarme muy bien,cloze,cloze
IMA1_I,./data/processed/exercises/IMA1_I_E03.txt,(mientras que) [aunque],"sentence reconstruction, text editing","sentence reconstruction, text editing"
IMA1_I,./data/processed/exercises/IMA1_I_E04.txt,(porqué) [por qué],"metalinguistic reflection, prompted writing, translation","metalinguistic reflection, prompted writing, translation"
IMA1_I,./data/processed/exercises/IMA1_I_E05.txt,en (varios) [varias] formas,cloze,cloze
IMA1_I,./data/processed/exercises/IMA1_I_E06.txt,(sólo) [solo],metalinguistic reflection,metalinguistic reflection
IMA1_I,./data/processed/exercises/IMA1_I_E07.txt,estudiando (a) [en] Newcastle,"cloze, translation","cloze, translation, metalinguistic reflection"
IMA1_I,./data/processed/exercises/IMA1_I_E08.txt,permitiéndonos (a) ver,"translation, prompted writing","translation, prompted writing"
IMA1_I,./data/processed/exercises/IMA1_I_E09.txt,(es) [está] distorsionada,sentence reconstruction,sentence reconstruction
IMA1_I,./data/processed/exercises/IMA1_I_E10.txt,he (estudio) [estudiado],discrete choice,discrete choice
IMA1_I,./data/processed/exercises/IMA1_I_E11.txt,no es necesario demostrar que una novela es (correcto) [correcta] ni (revisado) [revisada] por pares ni (verificado) [verificada] / el uso está (relacionada) [relacionado],text editing,text editing
IMA1_I,./data/processed/exercises/IMA1_I_E12.txt,(crimines) [crímenes],discrete choice,discrete choice
IMA1_I,./data/processed/exercises/IMA1_I_E13.txt,en cuanto (el) [al] español,cloze,cloze
IMA1_I,./data/processed/exercises/IMA1_I_E14.txt,(el autor) [la autora],paradigmatic systematization,paradigmatic systematization
IMA1_I,./data/processed/exercises/IMA1_I_E15.txt,¿Cuándo (deberíamos esperar tu llegada para) llegarás a la reunión?,"translation, prompted writing",translation
IMM1_C,./data/processed/exercises/IMM1_C_E01.txt,para (mi) [mí],"matching, prompted writing","matching, prompted writing"
IMM1_C,./data/processed/exercises/IMM1_C_E02.txt,estoy aquí desde [hace] dos meses,discrete choice,discrete choice
IMM1_C,./data/processed/exercises/IMM1_C_E03.txt,no quería (recibir una) [sacar] mala nota,discrete choice,discrete choice
IMM1_C,./data/processed/exercises/IMM1_C_E04.txt,les pregunté lo que estaba pasando y (porque) [por qué] estaban tan enfadadas,"metalinguistic reflection, prompted writing, translation","metalinguistic reflection, prompted writing, translation"
IMM1_C,./data/processed/exercises/IMM1_C_E05.txt,(queriamos) [queríamos] / (dia) [día] / (seguia) [seguía] / (proposito) [propósito],accent marking and read-aloud,accent marking and read-aloud
IMM1_C,./data/processed/exercises/IMM1_C_E06.txt,hablé antes con las dos juntas y después (sola) [solo] con Amaia,"metalinguistic reflection, prompted writing","metalinguistic reflection, prompted writing"
IMM1_C,./data/processed/exercises/IMM1_C_E07.txt,(encontré delante de la clase a Amaia y Ana que se estaban peleando) [vi que Amaia y Ana se estaban peleando delante de la clase],"translation, prompted writing","translation, prompted writing"
IMM1_C,./data/processed/exercises/IMM1_C_E08.txt,y afortunadamente (yo) he conseguido / por qué (ellas) estaban tan enfadadas,"text editing, metalinguistic reflection","text editing, metalinguistic reflection"
IMM1_C,./data/processed/exercises/IMM1_C_E09.txt,"y que, (para mí) [en mi opinión], usted tenía que saber","metalinguistic reflection, text editing, prompted writing","metalinguistic reflection, text editing, prompted writing"
IMM1_C,./data/processed/exercises/IMM1_C_E10.txt,por qué estaban tan enfadadas (la una con la otra),"text editing, metalinguistic reflection","text editing, metalinguistic reflection"
IMM1_C,./data/processed/exercises/IMM1_C_E11.txt,entender [a] ambas partes de la situación,discrete choice,discrete choice
IMM1_C,./data/processed/exercises/IMM1_C_E12.txt,y les pusiera (una nota) [un cero] a las dos,"vocabulary extraction and list creation, translation","vocabulary extraction and list creation, translation"
IMM1_C,./data/processed/exercises/IMM1_C_E13.txt,"he conseguido conocer a muchas personas (y) [, entre ellas] estudiantes[,] de Pamplona",text editing,text editing
IMM1_C,./data/processed/exercises/IMM1_C_E14.txt,"(mientras estaba yendo a clase) [al llegar a la universidad, ] vi que Amaia y Ana se estaban peleando delante de la clase","sentence reconstruction, prompted writing","sentence reconstruction, prompted writing"
IMM1_C,./data/processed/exercises/IMM1_C_E15.txt,discutimos (sobre) algunos detalles,"discrete choice, metalinguistic reflection","discrete choice, metalinguistic reflection"
JTS1_J,./data/processed/exercises/JTS1_J_E01.txt,me dijo que nadie (confirma) [comprueba] el tamaño de las maletas,"discrete choice, metalinguistic reflection","discrete choice, metalinguistic reflection"
JTS1_J,./data/processed/exercises/JTS1_J_E02.txt,decidieron (para) ir en coche,"translation, prompted writing","translation, prompted writing"
JTS1_J,./data/processed/exercises/JTS1_J_E03.txt,me invitó (en) [a] ese viaje,"syntagmatic systematization, prompted writing","syntagmatic systematization, prompted writing"
JTS1_J,./data/processed/exercises/JTS1_J_E04.txt,en tres (gran) [grandes] coches,sentence reconstruction,sentence reconstruction
JTS1_J,./data/processed/exercises/JTS1_J_E05.txt,y me invitó a (este) [ese] viaje,text editing,text editing
JTS1_J,./data/processed/exercises/JTS1_J_E06.txt,(ingles) [inglés],"matching, prompted writing","matching, prompted writing"
JTS1_J,./data/processed/exercises/JTS1_J_E07.txt,servicio (de) [al] cliente,"vocabulary extraction and list creation, translation","vocabulary extraction and list creation, translation"
JTS1_J,./data/processed/exercises/JTS1_J_E08.txt,decidí ir a la estación al (próximo) [siguiente] día,"metalinguistic reflection, prompted writing","metalinguistic reflection, prompted writing"
JTS1_J,./data/processed/exercises/JTS1_J_E09.txt,había [otras] doce (otros) personas en la misma situación,"cloze, metalinguistic reflection","cloze, metalinguistic reflection"
JTS1_J,./data/processed/exercises/JTS1_J_E10.txt,(proxima) [próxima] / (dijó) [dijo] / (alli) [allí],accent marking and read-aloud,accent marking and read-aloud
JTS1_J,./data/processed/exercises/JTS1_J_E11.txt,(pamplona) [Pamplona],discrete choice,discrete choice
JTS1_J,./data/processed/exercises/JTS1_J_E12.txt,preguntar sobre (mis equipajes) [mi equipaje],discrete choice,discrete choice
JTS1_J,./data/processed/exercises/JTS1_J_E13.txt,(una) [un] problema / (la) [el] día / (el) [la] situación / (los) [las] personas,cloze,cloze
JTS1_J,./data/processed/exercises/JTS1_J_E14.txt,fui antes de (desayunarme) [desayunar],"metalinguistic reflection, prompted writing","metalinguistic reflection, prompted writing"
JTS1_J,./data/processed/exercises/JTS1_J_E15.txt,cuando estaba hablando (en) [con] el servicio al cliente / el límite (para) [de] mi billete de tren,discrete choice,discrete choice
KCP1_J,./data/processed/exercises/KCP1_J_E01.txt,yo (luchando) [esforzándome] para aprender mejor,"matching, metalinguistic reflection","matching, metalinguistic reflection"
KCP1_J,./data/processed/exercises/KCP1_J_E02.txt,y yo [no] entiendo nada,"translation, prompted writing",translation
KCP1_J,./data/processed/exercises/KCP1_J_E03.txt,una gran fiesta (en) [de] la Iglesia Católica / la gente (en) [de] Almería,discrete choice,discrete choice
KCP1_J,./data/processed/exercises/KCP1_J_E04.txt,(Almerienses) [almerienses],discrete choice,discrete choice
KCP1_J,./data/processed/exercises/KCP1_J_E05.txt,(tenia) [tenía] una idea,"matching, prompted writing","matching, prompted writing"
KCP1_J,./data/processed/exercises/KCP1_J_E06.txt,en (medio) [plena] noche,paradigmatic systematization,paradigmatic systematization
KCP1_J,./data/processed/exercises/KCP1_J_E07.txt,la gente de Almería (son muy amables) [es muy amable] / la gente (llevaban) [llevaba] ropas negras,text editing,text editing
KCP1_J,./data/processed/exercises/KCP1_J_E08.txt,(hasta cuando) [desde que] llegué a Pamplona,"discrete choice, prompted writing","discrete choice, prompted writing"
KCP1_J,./data/processed/exercises/KCP1_J_E09.txt,descubrí más (que) [de] dos cosas que nunca olvidaré,discrete choice,discrete choice
KCP1_J,./data/processed/exercises/KCP1_J_E10.txt,(el) [la] Pascua / (el) [la] fiesta / (cortos) [cortas] frases / (la) [el] acento / (el) [la] estatua / (los) [las] canciones,cloze,syntagmatic systematization
KCP1_J,./data/processed/exercises/KCP1_J_E11.txt,tenían (sola) [solo] una alternativa,"metalinguistic reflection, prompted writing",metalinguistic reflection
KCP1_J,./data/processed/exercises/KCP1_J_E12.txt,(Catolica) [Católica] / (Almeria) [Almería] / (Cordoba) [Córdoba] / (jovenes) [jóvenes] / (dias) [días] / (Maria) [María] / (musica) [música] / (asístir) [asistir],accent marking and read-aloud,accent marking and read-aloud
KCP1_J,./data/processed/exercises/KCP1_J_E13.txt,(proceciones) [procesiones] / (astatue) [estatua],"text editing, prompted writing","text editing, prompted writing"
KCP1_J,./data/processed/exercises/KCP1_J_E14.txt,oportunidad (para) [de] celebrar / viniendo (en) [a] nuestra casa / llegué (en) [a] Pamplona,discrete choice,discrete choice
KCP1_J,./data/processed/exercises/KCP1_J_E15.txt,es una (grande) [gran] fiesta,sentence reconstruction,sentence reconstruction
LSR1_C,./data/processed/exercises/LSR1_C_E01.txt,(cama) [habitación],"prompted writing, metalinguistic reflection","prompted writing, metalinguistic reflection"
LSR1_C,./data/processed/exercises/LSR1_C_E02.txt,[en mi habitación no había] ninguna de esas cosas (estaba presente en la habitación),text editing,text editing
LSR1_C,./data/processed/exercises/LSR1_C_E03.txt,me (paso) [pasó] / explico) [explicó] / (acepto) [aceptó],"matching, prompted writing",matching
LSR1_C,./data/processed/exercises/LSR1_C_E04.txt,es una falta de respeto (de) [a] los estudiantes,discrete choice,discrete choice
LSR1_C,./data/processed/exercises/LSR1_C_E05.txt,(lo que no es el caso para) [a diferencia de] la residencia,cloze,cloze
LSR1_C,./data/processed/exercises/LSR1_C_E06.txt,ninguna de esas cosas (estaban) [estaba] presente,text editing,text editing
LSR1_C,./data/processed/exercises/LSR1_C_E07.txt,(tuvé) [tuve] / (residencía) [residencia] / (principió) [principio] / (habia) [había] / (sitió) [sitio] / (télevisión) [televisión] / (llegue) [llegué],accent marking and read-aloud,accent marking and read-aloud
LSR1_C,./data/processed/exercises/LSR1_C_E08.txt,(acquí) [aquí],cloze,cloze
LSR1_C,./data/processed/exercises/LSR1_C_E09.txt,mi dinero [de] el primer mes,sentence reconstruction,sentence reconstruction
LSR1_C,./data/processed/exercises/LSR1_C_E10.txt,en (el sitio de internet) [la página web],"vocabulary extraction and list creation, translation","vocabulary extraction and list creation, translation"
LSR1_C,./data/processed/exercises/LSR1_C_E11.txt,por los (daños) [inconvenientes],"matching, discrete choice, metalinguistic reflection","matching, cloze, metalinguistic reflection"
LSR1_C,./data/processed/exercises/LSR1_C_E12.txt,tenía miedo [de] que,"cloze, metalinguistic reflection","cloze, metalinguistic reflection"
LSR1_C,./data/processed/exercises/LSR1_C_E13.txt,(estudionte) [estudiante],"text editing, prompted writing","text editing, prompted writing"
LSR1_C,./data/processed/exercises/LSR1_C_E14.txt,un precio (bajo del) [inferior al] precio original,discrete choice,discrete choice
LSR1_C,./data/processed/exercises/LSR1_C_E15.txt,podía (pedir pagar un precio inferior a) [solicitar un descuento sobre] el precio original,text editing,"discrete choice, text editing"
NOI1_J,./data/processed/exercises/NOI1_J_E01.txt,pero (porque) [como] soy un sacerdote / no era fácil para mí (como) [porque] vivo siempre con miedo,sentence reconstruction,sentence reconstruction
NOI1_J,./data/processed/exercises/NOI1_J_E02.txt,en mi tiempo (privado) [libre],discrete choice,discrete choice
NOI1_J,./data/processed/exercises/NOI1_J_E03.txt,pruebo a (imagen) [imaginar],paradigmatic systematization,paradigmatic systematization
NOI1_J,./data/processed/exercises/NOI1_J_E04.txt,"el problema aquí no es la misa privada, (pero) [sino] la misa con gente","metalinguistic reflection, prompted writing","metalinguistic reflection, prompted writing"
NOI1_J,./data/processed/exercises/NOI1_J_E05.txt,(soy) [estoy] solo / ese pensamiento no (estaba) [era] fácil para mí,sentence reconstruction,sentence reconstruction
NOI1_J,./data/processed/exercises/NOI1_J_E06.txt,parece imposible para mí (a) aprender castellano / vivo (en) [con] miedo / concelebrando (en) la misa,discrete choice,discrete choice
NOI1_J,./data/processed/exercises/NOI1_J_E07.txt,(eso) [ese] pensamiento,cloze,cloze
NOI1_J,./data/processed/exercises/NOI1_J_E08.txt,desde ese (tiempo) [momento] hasta ahora,"matching, discrete choice","matching, discrete choice"
NOI1_J,./data/processed/exercises/NOI1_J_E09.txt,(yo) pienso / (yo) pruebo / (yo) expliqué / (yo) concelebré,"text editing, metalinguistic reflection",metalinguistic reflection
NOI1_J,./data/processed/exercises/NOI1_J_E10.txt,(necesitades) [necesidades] / (impossibilidad) [imposibilidad] / (explicé) [expliqué] / (anniversario) [aniversario] / (abilidad) [habilidad],"metalinguistic reflection, paradigmatic systematization, prompted writing","metalinguistic reflection, paradigmatic systematization, prompted writing"
NOI1_J,./data/processed/exercises/NOI1_J_E11.txt,de (mi) [mí] / (como) [cómo] / era (mas) [más],"matching, prompted writing","matching, prompted writing"
NOI1_J,./data/processed/exercises/NOI1_J_E12.txt,la celebración (del) [de la] misa / (el) [la] gente / (al) [a la] Iglesia de San Miguel / historia (pasado) [pasada] / (aquella) [aquel] tiempo / (este) [esta] es mi experiencia,cloze,cloze
NOI1_J,./data/processed/exercises/NOI1_J_E13.txt,antes [de] el día,discrete choice,cloze
NOI1_J,./data/processed/exercises/NOI1_J_E14.txt,"(no) [solo] tengo la opción (, pero hacer) [de hacerlo] bien","translation, prompted writing","translation, prompted writing"
NOI1_J,./data/processed/exercises/NOI1_J_E15.txt,(conclusion) [conclusión] / (introduccíon) [introducción] / (evaluacion) [evaluación] / (rapidamente) [rápidamente] / (aqui) [aquí] / (comodo) [cómodo],accent marking and read-aloud,"accent marking and read-aloud, prompted writing"
PBJ1_S,./data/processed/exercises/PBJ1_S_E01.txt,hace tres meses (la madre de mi abuela) [mi bisabuela] murió,"cloze, paradigmatic systematization","cloze, paradigmatic systematization"
PBJ1_S,./data/processed/exercises/PBJ1_S_E02.txt,soy (Holandesa) [holandesa],discrete choice,discrete choice
